Search_ID,Case_Name,Citation,Year,Exclusion_Reason,First_Pass_Likely_Case_Type
westlaw_100_full_text_items_for_appendectomy8_0044,"Declined to Extend by Landrum v. Colvin, D.S.C., January 11, 2017",658 F.2d 260,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0045,"Timothy S. CONDRONE, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 3915956,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0046,"Eric D. Nichols; Bonita M. Nichols, Appellants,
v.
Align Western States Learning Corporation, Appellee.",2013 WL 3497666,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0047,"Superseded by Statute as Stated in Herman v. St. Paul Medical Center, Tex.App.-Dallas, May 29, 2002",540 F.Supp. 1175,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0048,"Declined to Extend by J.S.X. Through D.S.X. v. Foxhoven, S.D.Iowa, February 19, 2019",817 F.3d 624,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0049,"Sally BROWN, Plaintiff,
v.
Jo Anne B. BARNHART, Commissioner of Social Security, Defendant.",377 F.Supp.2d 712,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0050,"Roy L. ANDES, Administrator of the Estate of Marianne McKay Andes, Deceased, Plaintiff,
v.
UNITED STATES of America, Defendant.",2020 WL 3895780,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0051,"Janice CHANCELLOR, Plaintiff,
v.
Jimi Ann LAWRENCE, Edward T. Weaver, et al., Defendants.",501 F.Supp. 997,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0052,"Marita TURNER, Plaintiff,
v.
Danitra CALLINGTON, et al., Defendants.",2014 WL 1516181,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0053,"Earl JACKSON, and Ad Hoc Committee to Save Homer G. Phillips Hospital, Frank Chapman, Co-Chairperson, et al., Plaintiffs,
v.
James F. CONWAY, Individually and as Mayor of the City of St. Louis, et al., Defendants.",476 F.Supp. 896,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0054,"Robert ADELSON
v.
GTE CORPORATION, et al.",790 F.Supp. 1265,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy8_0055,"SUE M.,1 Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2021 WL 4355404,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0056,"Marie BAGEANIS, Plaintiff,
v.
AMERICAN BANKERS LIFE ASSURANCE COMPANY OF FLORIDA, Defendant.",783 F.Supp. 1141,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0057,"Darlene YOUNG, Plaintiff,
v.
Kenneth S. APFEL, Commissioner Social Security Administration, Defendants.",1999 WL 325026,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0058,,2002 WL 31309190,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0059,"TONI M. P.,1 Plaintiff,
v.
Martin O’MALLEY,2 Commissioner of Social Security, Defendant.",2024 WL 988382,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0060,"Donna JAGER et al.
v.
DAVOL INC., et al.",2017 WL 696081,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0061,"Distinguished by McQuillin v. Hartford Life and Accident Insurance Company, E.D.N.Y., May 25, 2021",2018 WL 5631421,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0062,"JOEL K. R., Plaintiff,
v.
Kilolo KIJAKAZI, Acting Commissioner of Social Security,1 Defendant.",2023 WL 2646722,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0063,"Savvas CHARALAMBOUS, Petitioner,
v.
Elizabeth Rohnert CHARALAMBOUS, Respondent.",2010 WL 4115495,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0064,"Distinguished by Wilkinson v. Banks, W.D.N.Y., September 10, 2007",2004 WL 1970642,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0065,"Tanya LOWELL, Plaintiff
v.
DRUMMOND, WOODSUM & MACMAHON EMPLOYEE MEDICAL PLAN, et al., Defendants/Third–Party Plaintiffs,",2004 WL 1571793,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy8_0066,"Disagreement Recognized by Vassigh v. Bai Brands LLC, N.D.Cal., July 13, 2015",711 F.3d 1109,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0067,"Devon Nicole INGBER, Petitioner,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2019 WL 7818779,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0068,"Sandra EILRICH, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2023 WL 4871726,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0069,"Roland William DANIELS, Plaintiff,
v.
CORRECTIONAL MEDICAL SERVICES, INC., Dr. Keith Ivens, and Nurse Dottie, Defendants.",380 F.Supp.2d 379,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0070,"Petheia PRYOR–BAUCOM, Plaintiff
v.
Carolyn W. COLVIN, Commissioner, Social Security Administration, Defendant.",2013 WL 1796169,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0071,"Ambrose Bernard WILLIAMS, Plaintiff
v.
Nurse Darla WATSON; and Deputy Freeman, Defendants.",2016 WL 4492840,2026,Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy8_0072,"Curt BOEHNKE, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2014 WL 1315552,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0073,"Wanda G. HORNE, Plaintiff,
v.
Michael J. ASTRUE,1Commissioner of Social Security, Defendant.",2007 WL 4443167,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy8_0074,"Lawrence McDONALD, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2012 WL 1661246,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0075,"Elsie M. LINGHAM, Plaintiff,
v.
Ronald Lee HARMON, Defendant.",502 F.Supp. 302,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0077,"Stacey KLEPACK, Plaintiff,
v.
UNITED STATES of America, Department of Health and Human Services, Defendant.",2015 WL 12791400,2026,Appendicitis_Index=NO; Harm=NO,operative_complication
westlaw_100_full_text_items_for_appendectomy8_0078,"Karroll L. PURDY and Dorothy D. Purdy, individually and on behalf of all other similarly situated, Plaintiffs,
v.
SECURITY SAVINGS & LOAN ASSOCIATION, et al., Defendants.",727 F.Supp. 1266,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy8_0079,"James Knight LYMAN, Plaintiff,
v.
Carolyn W. COLVIN, Commissioner of Social Security, Defendant.",2015 WL 4662413,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0080,"Distinguished by Xue Ming Wang v. Abumi Sushi Inc., S.D.N.Y., August 14, 2017",1999 WL 190790,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0081,"UNITED STATES of America, Plaintiff,
v.
The AMERICAN SOCIETY OF ANESTHESIOLOGISTS, INC., Defendant.",473 F.Supp. 147,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0083,"ZN, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",6 Vet.App. 183,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0084,,379 B.R. 131,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0085,"Helena M. JONES, Plaintiff,
v.
Otis R. BOWEN, M.D., Secretary of Health and Human Services, Defendant.",1989 WL 18889,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0086,"Dennis THOMPSON, Plaintiff,
v.
John TOURVILLE and Kimberley Criss, Defendant.",2015 WL 1510444,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0087,"UNITED STATES of America,
v.
Kenneth CASSIDY, Defendant.",2020 WL 2465078,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0088,"Victor G. GILL
v.
WAL-MART STORES EAST, LP",2025 WL 1891687,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0089,"STEPHANIE F., Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY ADMINISTRATION, Defendant.",2025 WL 2172683,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0090,"Mary Ann CHARLIER, Plaintiff,
v.
Donna E. SHALALA,1 Secretary of Health and Human Services, Defendant.",1994 WL 531437,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0091,"Distinguished by Justofin v. Metropolitan Life Ins. Co., E.D.Pa., October 22, 2002",312 F.2d 365,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0092,"Peggy COLEMAN, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2007 WL 3088074,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0093,"Virginia P. HALL, Plaintiff,
v.
Dr. Allen M. FERRY et al., Defendants.",235 F.Supp. 821,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0094,"Jeanette RIVIECCIO
v.
HECKLER.",1983 WL 44303,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0095,"Lorenzo HICIANO, Plaintiff,
v.
Larry G. MASSANARI, Acting Commissioner of Social Security, Defendant.",2001 WL 1230524,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0096,"Linda LIMON, Plaintiff,
v.
Donna SHALALA, Secretary of Health and Human Services, Defendant.",884 F.Supp. 1481,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy8_0097,"Gerald E. HESSEL and Leatrice A. Hessel, Plaintiffs–Appellants,
v.
Patrick O’HEARN, et al., Defendants–Appellees.",977 F.2d 299,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0098,"Seanna DUNN, Plaintiff,
v.
WHOLE FOODS MARKET, INC. and Whole Foods Market Rocky Mountain Southwest, L.P., Defendants",2009 WL 10669029,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0099,,389 B.R. 203,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0000,"Gerianne MORRISON, Plaintiff,
v.
Gerald STEIMAN, et al., Defendants.",2005 WL 2230201,2005,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy9_0001,"Edward Elwood WILLIAMS, Plaintiff
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2012 WL 3064279,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0002,"Kitty S. LULL, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of the Social Security Administration, Defendant.",2012 WL 6706824,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy9_0003,"James Emerson LEECH, Plaintiff,
v.
Floyd B. BRALLIAR, M.D. and Marcella Bralliar, husband and wife, Defendants.",275 F.Supp. 897,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0004,"Richard Christopher DACHEFF, III, Plaintiff
v.
Sheriff Robert GRUDEK; and Nurse Brenda Schultz, Defendants.",2011 WL 978200,2026,Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy9_0005,"Charles HAMPTON, Appellant,
v.
David J. SHULKIN, M.D., Secretary of Veterans Affairs, Appellee.",2018 WL 735999,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy9_0006,"David A. WEERS, Plaintiff,
v.
Jo Anne B. BARNHART,1 Commissioner of Social Security, Defendant.",2002 WL 69512,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0007,"John Wesley Ford, Sr., Cynthia Dawn Ford, Appellants,
v.
Ford Motor Credit Corporation, Appellee,",574 F.3d 1279,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0008,"Tisdale SNOW
v.
Otis R. BOWEN, M.D., Secretary of Health and Human Services.",1986 WL 13631,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0009,"Michael WEAVER, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2015 WL 64873,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0010,"Courtney GREEN, Plaintiff,
v.
R.N. SHAW, R.N. Auguste, Defendants.",2019 WL 1427448,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0011,"Steven Edward GASPAR, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY ADMINISTRATION, Defendant.",2021 WL 800586,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0012,"Wendy L. WOOD, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2008 WL 4467028,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0013,"UNITED STATES, Appellee,
v.
Martice R. ENGLISH, Private First Class, U.S. Marine Corps, Appellant.",47 M.J. 215,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0015,,556 Fed.Appx. 456,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0016,,2014 WL 7335029,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy9_0017,"Mary Lee GENAO, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2011 WL 2039054,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy9_0018,"Distinguished by Lambert v. Commissioner of Social Security, N.D.N.Y., March 7, 2016",2010 WL 1705290,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0019,"Tracy LAWLOR, Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security, Defendant.",2017 WL 1496033,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0020,"Jacelyn YOUNG, Plaintiff
v.
Kenneth S. APFEL, Commissioner of the Social Security Administration, Defendant",2000 WL 1508259,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0021,"Jamie L. CENATIEMPO, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2012 WL 2597934,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy9_0022,"Patricia P. ROACH, Plaintiff,
v.
Louis W. SULLIVAN, M.D., Secretary of Health and Human Services, Defendant.",758 F.Supp. 1301,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0023,"Thomas MCLEAN, Petitioner
v.
DEPARTMENT OF VETERANS AFFAIRS, Respondent",2024 WL 4820806,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy9_0024,"Overruled by Adkins v. Wolever, 6th Cir.(Mich.), February 4, 2009",844 F.2d 1239,2026,Appendicitis_Index=NO; Harm=NO,operative_complication
westlaw_100_full_text_items_for_appendectomy9_0025,"Graytz Morrison v. United States of America, et al.",2021 WL 3033829,2021,Is_Malpractice_Case=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy9_0026,"Declined to Follow by Carroll County General Hosp. v. Rosen, D.Md., October 23, 2001",568 F.Supp. 398,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0027,"Vacated in Part on Reconsideration by Andes v. United States, W.D.Va., July 10, 2020",2019 WL 3557885,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0028,"Distinguished by Bruno v. FedEx, C.D.Cal., February 23, 2024",2023 WL 1861213,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy9_0029,"Distinguished by McKenzie v. United States, D.Me., June 9, 2022",2016 WL 4540882,2026,Appendicitis_Index=NO; Harm=NO,operative_complication
westlaw_100_full_text_items_for_appendectomy9_0030,"Xiomara B. TONG–ALBIZURES, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2012 WL 6649218,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy9_0031,"Declined to Extend by Cedant v. United States, 11th Cir.(Fla.), August 4, 2023",644 F.3d 1312,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0032,"Beatriz OYOLA, Plaintiff,
v.
Kenneth S. APFEL, Commissioner of the Social Security Administration, Defendant.",1999 WL 511970,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0033,"Donna F. BOYD, Plaintiff,
v.
Jo Anne B. BARNHART, Commissioner of Social Security, Defendant.",2004 WL 1660668,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy9_0034,"Kelli GARDNER, Plaintiff,
v.
Kilolo KIJAKAZI, Acting Commissioner of Social Security, Defendant.",2023 WL 12171866,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
